dataset_name,description,resource_type,metadata_created_date,identifier,doi,publisher,maintainer,a_id,data_last_modified,public_access,data_first_published
Weekly cloud free Harmonized Landsat Sentinel (HLS) Normalized Difference Vegetation Index (NDVI) estimates for  western United States (2016 – 2019).,"In support of mapping ecological conditions (e.g. invasive annual grass) in sagebrush-dominated landscapes of the western United States, we developed weekly (starting from week 7 to week 42 and Week...",Dataset,"June 1, 2023",USGS:5f03674c82ce0afb2446e043,Not available,U.S. Geological Survey,Devendra Dahal (CTR),http://datainventory.doi.gov/id/dataset/050fcb1519a5867b39887530ad49d4e6,20210422,public,Not available
Exploring the exceptional performance of a deep learning stream temperature model and the value of streamflow data: 2 Observations,"<p>This data release component contains mean daily stream water temperature observations, retrieved from the USGS National Water Information System (NWIS) and used to train and validate all temperature models. The...",Dataset,"June 1, 2023",USGS:5f986594d34e198cb77ff084,Not available,U.S. Geological Survey,Farshid Rahmani,http://datainventory.doi.gov/id/dataset/a964beb8ed92319552e5fbabc0bba18b,20201209,public,Not available
Landscape position-based habitat modeling for the Alabama Barrier Island feasibility assessment at Dauphin Island,"A barrier island habitat prediction model was used to forecast barrier island habitats (for example, beach, dune, intertidal marsh, and woody vegetation) for Dauphin Island, Alabama, based on potential island...",Dataset,"June 1, 2023",USGS:5dc2dd2de4b06957975218b5,Not available,U.S. Geological Survey,Nicholas M. Enwright,http://datainventory.doi.gov/id/dataset/3da871da3316500e74350d815dcca047,20200830,public,Not available
"7Q10 Records and Basin Characteristics for 173 basins in Arkansas, Iowa, Kansas, Missouri, Nebraska, and Oklahoma (2017)","This data release replicates the methods detailed in the 2017 publication titled ""Improving predictions of hydrological low-flow indices in ungaged basins using machine learning"" for a different data set. The...",Dataset,"June 1, 2023",USGS:59b685cae4b08b1644dd0d54,Not available,U.S. Geological Survey,Scott C Worland,http://datainventory.doi.gov/id/dataset/47c3d65ceea764344873e13b4127559d,20200821,public,Not available
Walleye Thermal Optical Habitat Area (TOHA) of selected Minnesota lakes: 6 model evaluation,Water temperature estimates from multiple models were evaluated by comparing predictions to observed water temperatures. The performance metric of root-mean square error (in degrees C) is calculated for each lake...,Dataset,"June 1, 2023",USGS:5e774324e4b01d509270e29f,Not available,U.S. Geological Survey,Jordan S. Read,http://datainventory.doi.gov/id/dataset/cf09cf3577029840a34c645805c9f51d,20210721,public,Not available
Estimating environmental thresholds for three classes of sagebrush condition in the western United States (2001 – 2015),We employed decision-tree mapping models in two formats to establish a time series (2001 - 2015) of sagebrush condition class in the western United States. The formats were predictive and...,Dataset,"June 1, 2023",USGS:5d9b6fbbe4b036616291af1e,Not available,U.S. Geological Survey,GS-N-EDC Customer Services,http://datainventory.doi.gov/id/dataset/25004c9cbe47975825bd492f9b50a76d,20200818,public,Not available
Process-guided deep learning water temperature predictions: 3a Lake Mendota inputs,"This dataset includes model inputs that describe local weather conditions for Lake Mendota, WI. Weather data comes from two sources: locally measured (2009-2017) and gridded estimates (all other time periods)....",Dataset,"June 1, 2023",USGS:5d98e0c4e4b0c4f70d1186f1,Not available,U.S. Geological Survey,Jordan S. Read,http://datainventory.doi.gov/id/dataset/b233b0cb00fd72826bc7dbe76b9f1f9c,20200820,public,Not available
"Identifying structural priors in a hybrid differentiable model for stream water temperature modeling at 415 U.S. basin outlets, 2010-2016","<p>This model archive (Rahmani et al. 2023a) provides all data, code, and model outputs used in Rahmani et al. (2023b) to improve model representations toward improved prediction of stream temperature...",Dataset,"December 7, 2023",USGS:64888368d34ef77fcafe3936,Not available,U.S. Geological Survey,Farshid Rahmani,http://datainventory.doi.gov/id/dataset/8e11cd8ca6c30d7047d0038a9b219511,20231128,public,Not available
Map georeferencing challenge training and validation data,"Extracting useful and accurate information from scanned geologic and other earth science maps is a time-consuming and laborious process involving manual human effort. To address this limitation, the USGS partnered...",Dataset,"December 23, 2023",USGS:64c14e4fd34e70357a32990f,Not available,U.S. Geological Survey,Margaret A Goldman,http://datainventory.doi.gov/id/dataset/83d6217ad7c4f8e82b21483ef54361f6,20231227,public,Not available
Sup3rWind Data (CONUS),This data contains paired European Centre for Medium-Range Weather Forecasts Reanalysis version 5 (ERA5) and the Wind Integration National Dataset Toolkit (WTK) images for 2007 and 2010 over two regions...,Dataset,"October 26, 2024",https://data.openei.org/submissions/6210,Not available,National Renewable Energy Lab - NREL,Saumya Sinha,Not available,2024-10-28T15:40:56Z,public,2024-07-16T06:00:00Z
Predictive soil property map: Calcium carbonate content,These data were compiled to demonstrate new predictive mapping approaches and provide comprehensive gridded 30-meter resolution soil property maps for the Colorado River Basin above Hoover Dam. Random forest models...,Dataset,"June 1, 2023",USGS:5e90b18882ce172707ed6238,Not available,U.S. Geological Survey,Travis W Nauman,http://datainventory.doi.gov/id/dataset/743f108aedfd0602359f37d70e130e84,20200827,public,Not available
Predictive soil property map: Sand content,These data were compiled to demonstrate new predictive mapping approaches and provide comprehensive gridded 30-meter resolution soil property maps for the Colorado River Basin above Hoover Dam. Random forest models...,Dataset,"June 1, 2023",USGS:5e90b34a82ce172707ed738a,Not available,U.S. Geological Survey,Travis W Nauman,http://datainventory.doi.gov/id/dataset/59495ad8b16563797f04643aa724c37a,20200827,public,Not available
Super-Resolution for Renewable Energy Resource Data with Climate Change Impacts (Sup3rCC),"The Super-Resolution for Renewable Energy Resource Data with Climate Change Impacts (Sup3rCC) data is a collection of 4km hourly wind, solar, temperature, humidity, and pressure fields for the contiguous United...",Dataset,"April 22, 2023",https://data.openei.org/submissions/5839,Not available,The National Renewable Energy Lab (NREL),Grant Buster,Not available,2024-06-18T15:53:31Z,public,2023-04-19T06:00:00Z
Depth rasters in aquifers of the Mississippi embayment,"Groundwater is a vital resource in the Mississippi embayment of the central United States. An innovative approach using machine learning (ML) was employed to predict groundwater salinity—including specific conductance (SC),...",Dataset,"June 1, 2023",USGS:5df7ef29e4b0cdded7393f97,Not available,U.S. Geological Survey,Katherine J. Knierim,http://datainventory.doi.gov/id/dataset/32a9fc5a6758017399ee6c812e00e739,20200821,public,Not available
Predicting water temperature in the Delaware River Basin: 1 Waterbody information for 456 river reaches and 2 reservoirs,"This dataset provides one shapefile of polylines for the 456 river segments in this study, and one shapefile of reservoir polygons for the Pepacton and Cannonsville reservoirs.",Dataset,"June 1, 2023",USGS:5f6a285d82ce38aaa244912e,Not available,U.S. Geological Survey,Samantha K. Oliver,http://datainventory.doi.gov/id/dataset/a7c84a2bdcc59ab8521ca49985b349e2,20210817,public,Not available
ml_uncertainty: A Python module for estimating uncertainty in predictions of machine learning models,This software is a Python module for estimating uncertainty in predictions of machine learning models. It is a Python package that calculates uncertainties in machine learning models using bootstrapping and...,Not available,"March 11, 2021",Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
"Data and model code in support of Stream nitrate dynamics driven primarily by discharge and watershed physical and soil characteristics at intensively monitored sites, Insights from deep learning",We developed a suite of models using deep learning to make hindcast predictions of the 7-day average backward-looking nitrate concentration at 46 predominantly agricultural sites across the midwestern and eastern...,Dataset,"August 25, 2024",USGS:661436d1d34e633466530330,Not available,U.S. Geological Survey,Galen A. Gorski,http://datainventory.doi.gov/id/dataset/101847505cd7b82fa9559df4fea0c4a3,20240823,public,Not available
Drinking Water Microbiome Sequence Data Set,The fasta file (BM_OTU.fasta) contain the sequences of the bacterial 16S rRNA-encoding V4 region gene (≈250 nt) for each Operational Taxonomic Unit (OTU).,Not available,"November 12, 2020",Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Data from: Efficient imaging and computer vision detection of two cell shapes in young cotton fibers,"Methods Cotton plants were grown in a well-controlled greenhouse in the NC State Phytotron as described previously (Pierce et al, 2019). Flowers were tagged on the day of anthesis and...",Dataset,"March 30, 2024",10.15482/USDA.ADC/1528324,Not available,Agricultural Research Service,"Billings, Grant T.",Not available,2024-02-21,public,Not available
Drinking Water Microbiome OTU Abundance Data Set,"An abundance matrix (BM_OTU.xlsx) contains rows as OTU, columns as samples, and entries representing the abundance of each OTU as a ratio of all sequences obtained for each individual sample.",Not available,"November 12, 2020",Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Active Evaluation Software for Selection of Ground Truth Labels,This software repository contains a python package Aegis (Active Evaluator Germane Interactive Selector) package that allows us to evaluate machine learning systems's performance (according to a metric such as accuracy)...,Dataset,"March 11, 2021",ark:/88434/mds2-2227,Not available,National Institute of Standards and Technology,Peter Fontana,Not available,2020-04-28 00:00:00,public,2020-07-09
